,RPFs.DC1_t_bw_star_s.bam,RPFs.DC2_t_bw_star_s.bam,RPFs.DC3_t_bw_star_s.bam,RPFsRawCounts.DC1_t_bw_star_s.bam,RPFsRawCounts.DC2_t_bw_star_s.bam,RPFsRawCounts.DC3_t_bw_star_s.bam,mRNA.DC4_t_star_s.bam,mRNA.DC5_t_star_s.bam,mRNA.DC6_t_star_s.bam,mRNARawCounts.DC4_t_star_s.bam,mRNARawCounts.DC5_t_star_s.bam,mRNARawCounts.DC6_t_star_s.bam,TE.DC1_t_bw_star_s.bam,TE.DC2_t_bw_star_s.bam,TE.DC3_t_bw_star_s.bam
FBgn0033968,0,0,9.898834162,0,0,1,0,6.048741437,0,0,3,0,1,0.141869298,10.89883416
FBgn0033978,0,0,23.07479514,0,0,5,4.325393944,3.759997516,2.832150339,5,4,3,0.187779535,0.210084143,6.282320109
FBgn0034011,0,0,98.55434423,0,0,13,0,0,0,0,0,0,1,1,99.55434423
FBgn0034045,0,0,2.36799034,0,0,1,0,2.411624281,0,0,5,0,1,0.293115513,3.36799034
FBgn0034094,0,0,10.25697457,0,0,3,5.127147655,9.749577069,7.693392823,8,14,11,0.163208079,0.093026916,1.29488852
FBgn0034131,0,0,24.73955205,0,0,2,0,2.519541715,0,0,1,0,1,0.284127901,25.73955205
FBgn0034187,0,0,2.339361787,0,0,1,49.99079654,30.01909934,19.62042666,114,63,41,0.019611382,0.032238202,0.161944359
FBgn0034201,0,0,6.65324834,0,0,2,0,0,2.0415132,0,0,3,1,1,2.516263398
FBgn0034289,0,0,4.081839702,0,0,1,0,0,0,0,0,0,1,1,5.081839702
FBgn0034296,0,0,8.930706426,0,0,1,0,0,0,0,0,0,1,1,9.930706426
FBgn0034364,0,0,36.17333612,0,0,6,0,0,0,0,0,0,1,1,37.17333612
FBgn0034390,0,0,12.40754633,0,0,2,5.814518119,0,1.269062786,5,0,1,0.146745519,1,5.90884766
FBgn0034394,0,0,3.695744815,0,0,1,0,0.752768943,0,0,1,0,1,0.570525855,4.695744815
FBgn0034475,0,0,27.40958802,0,0,2,0,0,0,0,0,0,1,1,28.40958802
FBgn0034480,0,0,6.133541772,0,0,1,0,0,0,0,0,0,1,1,7.133541772
FBgn0034484,0,0,7.963687258,0,0,2,0,0,0.814538094,0,0,1,1,1,4.939927847
FBgn0034512,0,0,26.55863676,0,0,5,0,0,0,0,0,0,1,1,27.55863676
FBgn0034517,0,0,5.461655139,0,0,1,0,0,0,0,0,0,1,1,6.461655139
FBgn0034519,0,0,14.94839273,0,0,3,0,0,0,0,0,0,1,1,15.94839273
FBgn0034530,0,0,2.592326267,0,0,1,2.915605258,10.5603758,6.36353014,6,20,12,0.255388359,0.086502378,0.487853814
FBgn0034583,0,0,21.01795564,0,0,3,9.192953646,14.27016299,4.299497196,7,10,3,0.09810699,0.065487186,4.154725406
FBgn0034612,0,0,1.836182297,0,0,1,2.409359745,3.366030312,2.62930541,7,9,7,0.293310203,0.229041012,0.781466969
FBgn0034622,0,0,2.757700321,0,0,1,0,0,0,0,0,0,1,1,3.757700321
FBgn0034649,0,0,7.005985213,0,0,2,0,0,0,0,0,0,1,1,8.005985213
FBgn0034659,0,0,6.766813362,0,0,1,0,0,4.152720023,0,0,3,1,1,1.507322992
FBgn0034660,0,0,9.400743606,0,0,2,0,0,0,0,0,0,1,1,10.40074361
FBgn0034662,0,0,12.38998147,0,0,14,0,0,0.362076064,0,0,2,1,1,9.830568074
FBgn0034692,0,0,4.630736665,0,0,1,0,0,0,0,0,0,1,1,5.630736665
FBgn0034715,0,0,3.888489401,0,0,1,0,3.16811274,0,0,4,0,1,0.239916735,4.888489401
FBgn0034783,0,0,10.53395055,0,0,2,1.974599802,3.218416539,0,2,3,0,0.336179677,0.237055775,11.53395055
FBgn0034789,0,0,3.607965748,0,0,2,28.06715006,19.84202019,17.34432757,83,54,47,0.034403098,0.047979994,0.251192949
FBgn0034844,0,0,5.707122786,0,0,2,0.534903001,1.743685646,0.583733234,1,3,1,0.651506968,0.364473241,4.235007919
FBgn0034883,0,0,26.23710362,0,0,4,0,0,0,0,0,0,1,1,27.23710362
FBgn0034885,0,0,4.504957232,0,0,1,0,0,1.84309562,0,0,2,1,1,1.936254691
FBgn0034935,0,0,10.90864812,0,0,2,11.24660484,23.33027989,4.463012749,11,21,4,0.081655284,0.041101048,2.179868264
FBgn0034957,0,0,3.55820615,0,0,1,0,0,0.727877517,0,0,1,1,1,2.638037769
FBgn0035049,0,0,3.357547138,0,0,2,6.608444265,3.077473695,1.717075242,21,9,5,0.131432914,0.245249896,1.603763882
FBgn0035076,0,0,3.84071023,0,0,1,4.31967036,5.476073888,3.142669658,6,7,4,0.187981573,0.154414545,1.168500177
FBgn0035089,0,0,92.56199143,0,0,10,3.470167989,1.88535183,7.573905463,2,1,4,0.223705239,0.346578185,10.9124123
FBgn0035090,0,0,4.708541626,0,0,1,0.882620943,6.713425461,6.742355588,1,7,7,0.531174374,0.129644087,0.737313284
FBgn0035131,0,0,30.4807983,0,0,8,7.142071013,15.52122744,3.897028245,10,20,5,0.122818875,0.06052819,6.428551507
FBgn0035169,0,0,26.86592677,0,0,4,75.54068167,67.03438548,53.5838163,60,49,39,0.013064948,0.01469845,0.510516279
FBgn0035192,0,0,19.12864826,0,0,7,5.63464735,11.68867419,16.77006304,11,21,30,0.150723912,0.07881044,1.132728017
FBgn0035193,0,0,13.69324827,0,0,2,8.983846866,4.183670362,12.60509709,7,3,9,0.100161793,0.192913501,1.07998114
FBgn0035196,0,0,7.504102352,0,0,1,18.28647157,18.34170534,32.236304,13,12,21,0.051849816,0.051701749,0.255867871
FBgn0035241,0,0,4.774937043,0,0,3,3.878622936,3.566143355,4.23269472,13,11,13,0.204975874,0.219003199,1.103625828
FBgn0035245,0,0,3.026794357,0,0,1,3.971629881,9.247703389,8.668384167,7,15,14,0.20114128,0.09758284,0.416490934
FBgn0035260,0,0,3.586470806,0,0,2,1.00843143,2.191534298,2.567807975,3,6,7,0.497900991,0.313328922,1.285515038
FBgn0035280,0,0,16.38496542,0,0,2,4.607067784,0,0,3,0,0,0.178346337,1,17.38496542
FBgn0035283,0,0,4.460451618,0,0,1,40.13357841,23.62174071,30.11063898,48,26,33,0.024311038,0.040614513,0.17551718
FBgn0035346,0,0,10.34400872,0,0,3,131.8516608,92.70459723,125.5494528,204,132,178,0.007527192,0.010671835,0.089640915
FBgn0035379,0,0,8.143229306,0,0,2,0,0.82932811,0,0,1,0,1,0.546648791,9.143229306
FBgn0035452,0,0,9.224679736,0,0,2,0,0.939465895,0.94351433,0,1,1,1,0.51560587,5.260923256
FBgn0035468,0,0,5.528532549,0,0,1,4.145316319,4.504323555,6.785601017,4,4,6,0.194351511,0.181675367,0.838539316
FBgn0035505,0,0,17.30714936,0,0,7,18.07506728,16.11525556,14.66738522,39,32,29,0.052424455,0.058427407,1.168487855
FBgn0035546,0,0,35.21968731,0,0,4,8.252458002,1.793433268,3.6023234,5,1,2,0.108079388,0.357982419,7.869870099
FBgn0035607,0,0,6.527664938,0,0,3,0,0,0,0,0,0,1,1,7.527664938
FBgn0035611,0,0,6.623425303,0,0,1,0,1.349094463,0,0,1,0,1,0.42569595,7.623425303
FBgn0035674,0,0,9.92300714,0,0,2,55.80233506,83.87858929,78.15040488,60,83,77,0.01760491,0.011781534,0.138003175
FBgn0035685,0,0,13.65872747,0,0,1,0,0,0,0,0,0,1,1,14.65872747
FBgn0035695,0,0,1.722904992,0,0,1,0,0.350930444,0.352442707,0,1,1,1,0.74023056,2.013323727
FBgn0035696,0,0,4.582431828,0,0,2,1.288472298,6.533618464,0.93739625,3,14,2,0.436972735,0.132738339,2.881409432
FBgn0035724,0,0,3.416117212,0,0,1,4.482482652,16.69950978,11.18098192,7,24,16,0.182399118,0.05649874,0.362541972
FBgn0035736,0,0,32.37825836,0,0,4,0,0,0,0,0,0,1,1,33.37825836
FBgn0035743,0,0,46.63955723,0,0,4,2.185658174,2.374948216,2.385182567,1,1,1,0.313906874,0.296300843,14.07296543
FBgn0035770,0,0,3.094799256,0,0,1,6.961479423,14.49839865,8.23006064,12,23,13,0.125604796,0.064522795,0.443637308
FBgn0035779,0,0,10.9601387,0,0,2,0,1.116209647,0,0,1,0,1,0.472542974,11.9601387
FBgn0035780,0,0,10.9823552,0,0,2,0,0,0,0,0,0,1,1,11.9823552
FBgn0035781,0,0,5.189618676,0,0,1,0,0,0,0,0,0,1,1,6.189618676
FBgn0035815,0,0,5.729251214,0,0,2,0,0,0,0,0,0,1,1,6.729251214
FBgn0035817,0,0,10.69334585,0,0,1,0,0,0,0,0,0,1,1,11.69334585
FBgn0035856,0,0,16.61951503,0,0,1,3.115345086,6.770302277,27.19791001,1,2,8,0.242992988,0.128695122,0.624851807
FBgn0035889,0,0,2.657600669,0,0,1,0,0,0,0,0,0,1,1,3.657600669
FBgn0035922,0,0,5.41435233,0,0,1,3.044777642,7.719768385,14.39849383,3,7,13,0.247232379,0.114681945,0.416557126
FBgn0035926,0,0,24.11555741,0,0,1,0,9.823969772,0,0,2,0,1,0.092387546,25.11555741
FBgn0036028,0,0,17.08537389,0,0,3,51.24273291,32.48037098,76.89079779,48,28,66,0.019141418,0.029868247,0.232188839
FBgn0036066,0,0,3.847984303,0,0,1,2.163925777,0,0,3,0,0,0.31606304,1,4.847984303
FBgn0036094,0,0,7.951998872,0,0,1,23.84976512,37.25322393,24.40027763,16,23,15,0.040241829,0.026141587,0.352437048
FBgn0036101,0,0,14.18314633,0,0,2,0,1.444449308,5.80269546,0,1,4,1,0.409090095,2.231930919
FBgn0036110,0,0,35.56648948,0,0,2,0,0,0,0,0,0,1,1,36.56648948
FBgn0036195,0,0,8.622751032,0,0,2,4.849030495,7.903474886,15.87506657,6,9,18,0.170968505,0.112315698,0.570234849
FBgn0036274,0,0,4.12954413,0,0,1,0,3.364509973,0,0,4,0,1,0.229120796,5.12954413
FBgn0036278,0,0,2.509864993,0,0,1,0.940953519,6.645894313,1.540276945,2,13,3,0.515210689,0.130789148,1.381685961
FBgn0036323,0,0,9.929068842,0,0,2,0,0,3.04668097,0,0,3,1,1,2.700748817
FBgn0036332,0,0,3.66904869,0,0,1,11.00427086,13.45196403,12.75938069,16,18,17,0.083303685,0.069194747,0.339335672
FBgn0036360,0,0,3.207159766,0,0,1,0,1.306502689,0,0,2,0,1,0.433556833,4.207159766
FBgn0036380,0,0,8.654891211,0,0,2,0,0,0,0,0,0,1,1,9.654891211
FBgn0036436,0,0,9.809224921,0,0,2,0.919374621,8.990977767,1.003302504,1,9,1,0.521003034,0.100090304,5.395702796
FBgn0036469,0,0,85.84798782,0,0,6,5.364097701,14.5716453,14.63443881,2,5,5,0.157131466,0.06421929,5.554915585
FBgn0036485,0,0,2.43467431,0,0,1,7.302115025,8.926333229,8.466755014,16,18,17,0.120451234,0.100742135,0.362814323
FBgn0036600,0,0,88.06284819,0,0,7,0,17.9371089,15.44091872,0,7,6,1,0.052806371,5.417145458
FBgn0036607,0,0,14.20794204,0,0,1,2.663293264,0,0,1,0,0,0.272978418,1,15.20794204
FBgn0036659,0,0,8.106676157,0,0,2,0,0,0,0,0,0,1,1,9.106676157
FBgn0036665,0,0,4.037229432,0,0,1,8.32461064,13.15718952,4.955207896,11,16,6,0.107243084,0.070635489,0.845852827
FBgn0036670,0,0,14.83018768,0,0,2,59.76857767,67.9655573,69.77529513,43,45,46,0.016455873,0.014499992,0.223668268
FBgn0036698,0,0,57.31271401,0,0,10,9.668994163,12.84113397,15.24128296,9,11,13,0.093729548,0.072248416,3.590400719
FBgn0036707,0,0,9.832961703,0,0,2,0,0,0,0,0,0,1,1,10.8329617
FBgn0036709,0,0,6.68884185,0,0,1,0,0,0,0,0,0,1,1,7.68884185
FBgn0036716,0,0,6.491168408,0,0,2,0,0,2.655706468,0,0,4,1,1,2.049171199
FBgn0036786,0,0,11.76113292,0,0,2,16.53477294,39.52690587,37.29134568,15,33,31,0.057029538,0.024674965,0.333264154
FBgn0036809,0,0,6.133541772,0,0,1,0,0,0,0,0,0,1,1,7.133541772
FBgn0036839,0,0,13.13622227,0,0,3,0,1.783770374,0.895728583,0,2,1,1,0.359225031,7.456880908
FBgn0036878,0,0,20.81163341,0,0,2,0,0,0,0,0,0,1,1,21.81163341
FBgn0036899,0,0,2.368680515,0,0,1,0.888023169,6.272050652,2.422722602,2,13,5,0.529654517,0.137512794,0.98421079
FBgn0036910,0,0,4.512461326,0,0,1,1.69173098,7.35297682,2.769248611,2,8,3,0.371508151,0.119717799,1.462482817
FBgn0036935,0,0,2.307479514,0,0,1,0,3.289997827,1.41607517,0,7,3,1,0.233100351,1.368947273
FBgn0036939,0,0,4.302246081,0,0,1,0,0.876304344,0,0,1,0,1,0.532962578,5.302246081
FBgn0036940,0,0,6.580520524,0,0,1,4.934101205,2.68071078,9.422919631,4,2,7,0.168517517,0.271686655,0.727293387
FBgn0036951,0,0,5.209578748,0,0,1,0,0,0,0,0,0,1,1,6.209578748
FBgn0036952,0,0,11.48684501,0,0,2,0,0,0,0,0,0,1,1,12.48684501
FBgn0036984,0,0,5.691136448,0,0,2,2.133618693,2.31840183,4.074686885,4,4,7,0.319119873,0.301349882,1.318531882
FBgn0037110,0,0,36.17333612,0,0,3,101.7109327,49.11984886,91.26331338,45,20,37,0.009736062,0.019952175,0.402904846
FBgn0037169,0,0,10.08305564,0,0,1,11.34047454,0,0,6,0,0,0.081034161,1,11.08305564
FBgn0037181,0,0,12.28562789,0,0,2,10.3632908,10.0096079,5.026371124,9,8,4,0.088002676,0.090829756,2.204581765
FBgn0037204,0,0,11.78671914,0,0,2,0,0,0,0,0,0,1,1,12.78671914
FBgn0037228,0,0,43.57610106,0,0,8,0,4.437905916,3.342772619,0,4,3,1,0.183894318,10.26443357
FBgn0037290,0,0,7.282206852,0,0,1,1.365057121,2.96655718,10.42769332,1,2,7,0.422822769,0.252107799,0.724748785
FBgn0037386,0,0,3.25207797,0,0,1,0,0,0,0,0,0,1,1,4.25207797
FBgn0037387,0,0,3.449466404,0,0,1,0,0,0,0,0,0,1,1,4.449466404
FBgn0037428,0,0,38.39500558,0,0,6,0,0,0,0,0,0,1,1,39.39500558
FBgn0037429,0,0,28.56570421,0,0,4,0,0,0,0,0,0,1,1,29.56570421
FBgn0037534,0,0,4.116992324,0,0,1,0,11.73999225,0,0,14,0,1,0.078492983,5.116992324
FBgn0037547,0,0,4.112825328,0,0,1,0.770953313,2.513166356,0,1,3,0,0.564667624,0.284643509,5.112825328
FBgn0037574,0,0,4.946404654,0,0,1,16.68975499,10.07509986,15.17777464,18,10,15,0.056529895,0.09029264,0.367566293
FBgn0037712,0,0,2.972546762,0,0,1,4.457655441,4.238248847,5.472659196,8,7,9,0.183228863,0.190903493,0.613742612
FBgn0037727,0,0,3.69910917,0,0,1,2.08020539,0.753454213,5.296907485,3,1,7,0.324653675,0.570302887,0.746256664
FBgn0037730,0,0,3.941291391,0,0,1,1.477598203,14.45009715,12.89988166,2,18,16,0.403616696,0.064724512,0.355491616
FBgn0037736,0,0,3.669877104,0,0,2,5.503377727,5.980000566,7.131852051,16,16,19,0.153766249,0.143266464,0.574269807
FBgn0037779,0,0,8.110721404,0,0,1,41.04980157,14.86831353,14.93238547,27,9,9,0.023781325,0.063018669,0.571836617
FBgn0037782,0,0,24.5898422,0,0,2,0,0,0,0,0,0,1,1,25.5898422
FBgn0037841,0,0,18.76892113,0,0,2,38.70078803,17.20329118,21.11685305,22,9,11,0.025188417,0.054935121,0.893839692
FBgn0037846,0,0,4.142172705,0,0,1,20.96427175,26.99839195,33.04608446,27,32,39,0.045528484,0.035716337,0.151035656
FBgn0037935,0,0,8.447965538,0,0,3,0,5.162179543,1.728141631,0,9,3,1,0.162280244,3.463150677
FBgn0038009,0,0,39.54716714,0,0,2,0,0,8.08988929,0,0,2,1,1,4.460688777
FBgn0038037,0,0,4.622834384,0,0,1,13.86488052,18.83206947,17.96756128,16,20,19,0.067272656,0.050423381,0.296444772
FBgn0038072,0,0,5.50605884,0,0,2,0,0,2.252672424,0,0,4,1,1,2.000219509
FBgn0038083,0,0,9.75038134,0,0,2,0,0,0.997283893,0,0,1,1,1,5.382500394
FBgn0038105,0,0,11.11756887,0,0,2,5.209999135,1.132242754,0,5,1,0,0.161030618,0.468989752,12.11756887
FBgn0038107,0,0,28.64962226,0,0,3,0,0,0,0,0,0,1,1,29.64962226
FBgn0038136,0,0,5.159963713,0,0,2,0,0,0,0,0,0,1,1,6.159963713
FBgn0038139,0,0,5.543617222,0,0,2,0,0,0,0,0,0,1,1,6.543617222
FBgn0038144,0,0,15.88327592,0,0,3,2.977336314,4.313586727,1.083043811,3,4,1,0.251424552,0.188196796,8.105098816
FBgn0038156,0,0,1.586364015,0,0,1,1.486827784,9.370452526,2.596091742,5,29,8,0.402118718,0.096427808,0.719215248
FBgn0038198,0,0,35.25788654,0,0,4,0,0,0,0,0,0,1,1,36.25788654
FBgn0038199,0,0,18.96602765,0,0,2,0,0,0,0,0,0,1,1,19.96602765
FBgn0038202,0,0,42.08428402,0,0,18,3.06784414,10.00060904,11.95679121,7,21,25,0.245830461,0.090904058,3.325227932
FBgn0038282,0,0,1.683991473,0,0,1,0,0,0,0,0,0,1,1,2.683991473
FBgn0038311,0,0,4.480122849,0,0,1,8.398036092,8.212817067,2.749402838,10,9,3,0.10640521,0.108544432,1.461598843
FBgn0038353,0,0,36.79728327,0,0,7,1.970768107,14.9901324,7.527364647,2,14,7,0.336613281,0.062538569,4.432469448
FBgn0038404,0,0,6.77810079,0,0,2,0,2.761199177,0,0,4,0,1,0.265872652,7.77810079
FBgn0038405,0,0,22.35747688,0,0,4,11.52506274,2.276944851,1.143378438,11,2,1,0.079839919,0.305162292,10.89750483
FBgn0038487,0,0,21.65260084,0,0,3,5.411736224,0,2.952881437,4,0,2,0.155963996,1,5.730655269
FBgn0038507,0,0,10.33304876,0,0,2,0,0,1.056880006,0,0,1,1,1,5.509824941
FBgn0038526,0,0,138.0567868,0,0,15,0,0,0,0,0,0,1,1,139.0567868
FBgn0038596,0,0,32.90260262,0,0,2,3.083813253,13.4035539,0,1,4,0,0.244869179,0.06942731,33.90260262
FBgn0038629,0,0,2.11804609,0,0,1,8.734657919,4.314148831,14.29804124,22,10,33,0.102725746,0.18817689,0.203819956
FBgn0038646,0,0,9.874778672,0,0,1,0,0,0,0,0,0,1,1,10.87477867
FBgn0038649,0,0,12.69173792,0,0,3,101.5073814,96.51116999,121.1588313,128,112,140,0.009755395,0.010255235,0.112081442
FBgn0038652,0,0,9.968651147,0,0,4,0,1.01523392,1.529413293,0,2,3,1,0.49622031,4.336440857
FBgn0038700,0,0,5.019729986,0,0,1,13.17334926,19.4264603,12.32221556,14,19,12,0.070554954,0.048956108,0.451856522
FBgn0038725,0,0,4.464126804,0,0,2,0,6.819578028,1.826390826,0,15,4,1,0.127884139,1.933252385
FBgn0038727,0,0,5.564493562,0,0,2,0,0,0,0,0,0,1,1,6.564493562
FBgn0038733,0,0,13.62818812,0,0,3,0,0,1.858549189,0,0,2,1,1,5.117347001
FBgn0038734,0,0,4.438526951,0,0,1,0,0,0,0,0,0,1,1,5.438526951
FBgn0038750,0,0,4.239406806,0,0,1,0,1.727009814,0,0,2,0,1,0.366702017,5.239406806
FBgn0038752,0,0,3.704167205,0,0,1,0,3.017937843,1.515471512,0,4,2,1,0.24888389,1.870093611
FBgn0038761,0,0,17.43979152,0,0,2,8.172766884,7.104458827,28.54029612,5,4,16,0.10901836,0.123388868,0.624225006
FBgn0038784,0,0,9.803308622,0,0,1,1.837640226,3.993579992,2.005394752,1,2,1,0.352405492,0.20025713,3.594638813
FBgn0038814,0,0,7.52668937,0,0,4,0.705442809,2.682883155,5.388888976,2,7,14,0.58635798,0.271526399,1.334612231
FBgn0038983,0,0,38.37989538,0,0,8,0,3.908710523,0,0,4,0,1,0.203719489,39.37989538
FBgn0039023,0,0,3.576999493,0,0,1,6.034609914,9.471569448,10.97582911,9,13,15,0.142154293,0.095496669,0.38218644
FBgn0039043,0,0,45.37023222,0,0,8,0,4.620625001,0,0,4,0,1,0.177916157,46.37023222
FBgn0039052,0,0,12.59015158,0,0,2,0,7.69328694,1.28773993,0,6,1,1,0.115031289,5.940426797
FBgn0039053,0,0,12.59015158,0,0,2,4.720073577,23.07986082,5.150959719,4,18,4,0.174822926,0.041528479,2.209435959
FBgn0039058,0,0,6.591194523,0,0,1,3.70657846,0,4.044944645,3,0,3,0.212468571,1,1.504713145
FBgn0039064,0,0,12.09693793,0,0,11,2.886015218,10.07987156,8.323609367,14,45,37,0.257333012,0.090253754,1.404706849
FBgn0039078,0,0,1.39112339,0,0,1,0,0.283351405,1.138289797,0,1,4,1,0.779209807,1.118241032
FBgn0039101,0,0,6.68884185,0,0,1,33.8534166,34.06047133,34.20724793,27,25,25,0.028691592,0.028522149,0.218388039
FBgn0039107,0,0,16.42912975,0,0,3,1.02655239,6.692744906,0,1,6,0,0.493448876,0.129992612,17.42912975
FBgn0039114,0,0,20.73199706,0,0,5,29.53537877,16.89121333,24.59780369,38,20,29,0.032748898,0.055893358,0.848978972
FBgn0039131,0,0,4.226179328,0,0,1,0,0.860810664,0,0,1,0,1,0.537400188,5.226179328
FBgn0039154,0,0,11.41424557,0,0,1,29.95456806,13.94948517,25.68426228,14,6,11,0.03230541,0.066891936,0.465227236
FBgn0039161,0,0,5.639793787,0,0,1,0,1.148743169,0,0,1,0,1,0.465388332,6.639793787
FBgn0039238,0,0,6.319551203,0,0,1,3.553819006,6.435998859,0,3,5,0,0.219595904,0.134480924,7.319551203
FBgn0039249,0,0,2.409410865,0,0,1,16.25927509,16.6858947,13.80054046,36,34,28,0.057939861,0.056542234,0.230357187
FBgn0039282,0,0,9.38879719,0,0,5,20.06331183,24.09573732,31.11373664,57,63,81,0.047475915,0.039847405,0.323500105
FBgn0039315,0,0,12.18432211,0,0,2,0,0,0,0,0,0,1,1,13.18432211
FBgn0039324,0,0,11.27176539,0,0,2,3.169355923,22.95893074,24.21076091,3,20,21,0.239845199,0.04173809,0.486766958
FBgn0039328,0,0,5.604788171,0,0,1,2.101246548,1.141613039,4.586130343,2,1,4,0.322450984,0.466937762,1.182354826
FBgn0039332,0,0,9.466444784,0,0,2,12.42146328,25.06628513,19.36484856,14,26,20,0.074507524,0.038363733,0.513946605
FBgn0039435,0,0,10.73572371,0,0,1,0,0,0,0,0,0,1,1,11.73572371
FBgn0039448,0,0,18.20143975,0,0,2,0,0,0,0,0,0,1,1,19.20143975
FBgn0039467,0,0,6.002173447,0,0,2,0,0.611277292,0,0,1,0,1,0.62062564,7.002173447
FBgn0039469,0,0,5.821592297,0,0,1,0,0,0,0,0,0,1,1,6.821592297
FBgn0039473,0,0,14.91182174,0,0,2,0,0,6.100815593,0,0,4,1,1,2.240844242
FBgn0039479,0,0,12.36977602,0,0,4,0,0,0,0,0,0,1,1,13.36977602
FBgn0039480,0,0,22.81567335,0,0,5,0.85536426,0,0,1,0,0,0.538977721,1,23.81567335
FBgn0039523,0,0,5.135508908,0,0,2,0,1.046027745,1.57580308,0,2,3,1,0.488751925,2.381979025
FBgn0039529,0,0,5.392795519,0,0,1,0,0,0,0,0,0,1,1,6.392795519
FBgn0039584,0,0,2.295746567,0,0,1,0.860680083,0,0.469624929,2,0,1,0.537437902,1,2.242576661
FBgn0039585,0,0,5.703117788,0,0,1,0,0,0,0,0,0,1,1,6.703117788
FBgn0039609,0,0,3.820847601,0,0,1,0,1.556501088,0,0,2,0,1,0.391159622,4.820847601
FBgn0039613,0,0,3.772953968,0,0,1,1.414488159,0,0,2,0,0,0.414166454,1,4.772953968
FBgn0039639,0,0,188.3728475,0,0,14,75.66574903,63.03442856,85.32556246,30,23,31,0.013043634,0.015616599,2.193705341
FBgn0039647,0,0,3.439247925,0,0,2,2.901107432,0.350262147,1.407086119,9,1,4,0.256337468,0.740596929,1.844241422
FBgn0039655,0,0,13.18238905,0,0,2,18.5328923,14.7678248,10.78651905,15,11,8,0.051195695,0.063420289,1.203272059
FBgn0039671,0,0,10.55447123,0,0,1,9.892232124,4.299581576,2.159054869,5,2,1,0.091808547,0.188694142,3.657572188
FBgn0039681,0,0,19.78963356,0,0,3,2.473058031,0,0,2,0,0,0.287930691,1,20.78963356
FBgn0039719,0,0,68.87239701,0,0,4,0,3.507073955,0,0,1,0,1,0.221873439,69.87239701
FBgn0039752,0,0,3.929856309,0,0,1,2.209966751,0,0,3,0,0,0.311529707,1,4.929856309
FBgn0039808,0,0,6.156774884,0,0,2,14.42617185,8.151290071,10.70531373,25,13,17,0.064824897,0.109274211,0.611412479
FBgn0039809,0,0,10.15233335,0,0,2,17.12758741,42.39156475,42.57424248,18,41,41,0.055164539,0.023045954,0.255938663
FBgn0039821,0,0,3.074893245,0,0,1,1.729175649,5.010484772,0.629009553,3,8,1,0.366411008,0.166375931,2.50145448
FBgn0039855,0,0,5.186306859,0,0,1,7.777428192,12.6764945,11.67019447,8,12,11,0.113928588,0.073118152,0.488256662
FBgn0039872,0,0,7.688687651,0,0,2,9.368140356,15.66072759,13.36898214,13,20,17,0.096449312,0.060021388,0.604683586
FBgn0039941,0,0,5.467166396,0,0,2,6.148955589,9.465442789,4.47352102,12,17,8,0.139880572,0.095552574,1.181536779
FBgn0040255,0,0,4.673342638,0,0,1,0,0,0,0,0,0,1,1,5.673342638
FBgn0040321,0,0,31.84954741,0,0,6,0,2.162428356,5.429367241,0,2,5,1,0.316212697,5.109297102
FBgn0040342,0,0,5.260157183,0,0,1,23.66452423,33.21391981,26.90084546,24,31,25,0.040544062,0.02922787,0.224371594
FBgn0040348,0,0,9.767960153,0,0,3,0,3.315983387,1.332109174,0,5,2,1,0.231696907,4.617262465
FBgn0040383,0,0,9.657686093,0,0,2,1.810343134,10.81920854,2.963408644,2,11,3,0.355828435,0.084608034,2.689020248
FBgn0040393,0,0,14.59056166,0,0,1,0,0,2.984689855,0,0,1,1,1,3.912616096
FBgn0040487,0,0,77.76978801,0,0,6,6319.574396,8580.305337,9510.826089,2601,3250,3587,0.000158213,0.000116532,0.008281248
FBgn0040600,0,0,5.133886827,0,0,1,24.05880839,1.045697351,3.150610706,25,1,3,0.039906127,0.488830862,1.477827544
FBgn0040699,0,0,82.09033179,0,0,5,0,0,0,0,0,0,1,1,83.09033179
FBgn0040763,0,0,21.67184759,0,0,2,64.99855988,99.3203344,97.53170529,32,45,44,0.015151846,0.009968069,0.230096978
FBgn0040786,0,0,41.78376785,0,0,2,19.58102503,8.51073988,17.09483033,5,2,4,0.048588445,0.105144291,2.364419399
FBgn0040799,0,0,41.89145798,0,0,2,0,0,0,0,0,0,1,1,42.89145798
FBgn0040900,0,0,35.85415962,0,0,3,8.961198512,36.51482882,14.66887279,4,15,6,0.100389526,0.026656126,2.352061959
FBgn0041105,0,0,6.623425303,0,0,2,0,0,0,0,0,0,1,1,7.623425303
FBgn0041706,0,0,31.81689034,0,0,7,34.08062074,67.58374731,70.66436853,40,73,76,0.028505767,0.014580714,0.457924782
FBgn0041707,0,0,35.39609254,0,0,5,2.654013497,5.767731382,2.896293117,2,4,2,0.273671677,0.147760002,9.34121008
FBgn0041710,0,0,5.647632277,0,0,1,3.175963337,0,6.931781442,3,0,6,0.239465704,1,0.838100788
FBgn0041712,0,0,4.641315161,0,0,1,0,2.83610321,0,0,3,0,1,0.260681203,5.641315161
FBgn0042094,0,0,5.339647074,0,0,1,25.02305761,43.50430766,16.3844177,25,40,15,0.03842746,0.022469735,0.364674111
FBgn0042118,0,0,55.51190469,0,0,5,0,0,0,0,0,0,1,1,56.51190469
FBgn0042201,0,0,15.10584172,0,0,1,2.831605478,6.153676233,0,1,2,0,0.260987204,0.139788267,16.10584172
